序号,交易所,发行人全称,审核状态,注册地,行业,保荐机构,会计师事务所,律师事务所,更新日期,受理日期
506,深圳证券交易所,恒伦医疗科技股份有限公司,已受理,山西,卫生,招商证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/23,2020/12/23
507,深圳证券交易所,恒宇信通航空装备（北京）股份有限公司,提交注册,北京,计算机、通信和其他电子设备制造业,中航证券有限公司,中审众环会计师事务所（特殊普通合伙）,北京观韬中茂律师事务所,2021/1/14,2020/7/6
508,上海证券交易所,恒安嘉新（北京）科技股份公司,注册生效,北京,软件和信息技术服务业,中信建投证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市康达律师事务所,2019/8/27,2019/4/3
509,上海证券交易所,恒玄科技（上海）股份有限公司,注册生效,上海,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,立信会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/11/11,2020/4/22
510,深圳证券交易所,恩威医药股份有限公司,已问询,西藏,医药制造业,中信证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2021/1/4,2020/9/30
511,上海证券交易所,悦康药业集团股份有限公司,注册生效,北京,医药制造业,中信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,上海市瑛明律师事务所,2020/11/24,2020/4/29
512,深圳证券交易所,惠州市浩明科技股份有限公司,终止(撤回),广东,化学原料和化学制品制造业,开源证券股份有限公司,中喜会计师事务所（特殊普通合伙）,北京市中银律师事务所,2020/12/16,2020/7/6
513,深圳证券交易所,想念食品股份有限公司,中止,河南,食品制造业,光大证券股份有限公司,天健会计师事务所（特殊普通合伙）,湖南启元律师事务所,2020/12/18,2020/9/29
514,上海证券交易所,慧捷（上海）科技股份有限公司,终止,上海,软件和信息技术服务业,安信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/8/10,2020/5/20
515,上海证券交易所,慧翰微电子股份有限公司,提交注册,福建,计算机、通信和其他电子设备制造业,兴业证券股份有限公司,容诚会计师事务所（特殊普通合伙）,上海市瑛明律师事务所,2020/8/26,2020/4/8
516,深圳证券交易所,成都一通密封股份有限公司,已问询,四川,通用设备制造业,中信建投证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京金诚同达律师事务所,2020/10/23,2020/7/3
517,深圳证券交易所,成都倍特药业股份有限公司,上市委会议通过,四川,医药制造业,华泰联合证券有限责任公司,大华会计师事务所（特殊普通合伙）,北京市信格律师事务所,2020/12/17,2020/7/6
518,上海证券交易所,成都先导药物开发股份有限公司,注册生效,四川,研究和试验发展,中国国际金融股份有限公司,德勤华永会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/3/17,2019/7/9
519,上海证券交易所,成都国光电气股份有限公司,已问询,四川,计算机、通信和其他电子设备制造业,中信证券股份有限公司,中汇会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/11/10,2020/10/13
520,上海证券交易所,成都圣诺生物科技股份有限公司,上市委会议,四川,医药制造业,民生证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京海润天睿律师事务所,2020/12/11,2020/6/24
521,深圳证券交易所,成都大宏立机器股份有限公司,注册生效,四川,专用设备制造业,国都证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京金诚同达律师事务所,2020/7/29,2020/6/28
522,上海证券交易所,成都新朝阳作物科学股份有限公司,终止,四川,化学原料和化学制品制造业,华西证券股份有限公司,四川华信（集团）会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/12/23,2020/7/17
523,深圳证券交易所,成都普瑞眼科医院股份有限公司,已问询,四川,卫生,海通证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/14,2020/7/31
524,上海证券交易所,成都智明达电子股份有限公司,提交注册,四川,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2021/1/14,2020/6/2
525,上海证券交易所,成都极米科技股份有限公司,提交注册,四川,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市大成律师事务所,2020/11/13,2020/5/8
526,上海证券交易所,成都欧林生物科技股份有限公司,已问询,四川,医药制造业,英大证券有限责任公司,中勤万信会计师事务所（特殊普通合伙）,上海市瑛明律师事务所,2021/1/7,2020/6/24
527,深圳证券交易所,成都武侯高新技术产业发展股份有限公司,终止(撤回),四川,商务服务业,国泰君安证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市重光律师事务所,2020/11/12,2020/7/6
528,深圳证券交易所,成都盛帮密封件股份有限公司,已问询,四川,橡胶和塑料制品业,国金证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/6,2020/12/8
529,上海证券交易所,成都盟升电子技术股份有限公司,注册生效,四川,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,立信会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/7/7,2019/12/25
530,上海证券交易所,成都秦川物联网科技股份有限公司,注册生效,四川,仪器仪表制造业,华安证券股份有限公司,四川华信（集团）会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/5/28,2019/6/5
531,上海证券交易所,成都纵横自动化技术股份有限公司,注册生效,四川,铁路、船舶、航空航天和其他运输设备制造业,国泰君安证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2021/1/13,2020/4/20
532,上海证券交易所,成都苑东生物制药股份有限公司,终止,四川,医药制造业,中信证券股份有限公司,中汇会计师事务所（特殊普通合伙）,北京国枫律师事务所,2019/8/29,2019/4/3
533,深圳证券交易所,成都趣睡科技股份有限公司,已问询,四川,家具制造业,中国国际金融股份有限公司,中汇会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/12/21,2020/7/7
534,深圳证券交易所,成都雷电微力科技股份有限公司,已问询,四川,计算机、通信和其他电子设备制造业,中信证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/8,2020/7/27
535,深圳证券交易所,扬州海昌新材股份有限公司,注册生效,江苏,金属制品业,华创证券有限责任公司,中兴财光华会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/8/20,2020/6/22
536,深圳证券交易所,斯瑞尔环境科技股份有限公司,已问询,广东,生态保护和环境治理业,中泰证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/1,2020/7/31
537,深圳证券交易所,新中冠智能科技股份有限公司,终止(撤回),福建,互联网和相关服务,东海证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/8,2020/7/23
538,深圳证券交易所,新乡天力锂能股份有限公司,已问询,河南,计算机、通信和其他电子设备制造业,民生证券股份有限公司,天健会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2020/12/15,2020/7/8
539,深圳证券交易所,新乡市瑞丰新材料股份有限公司,注册生效,河南,化学原料和化学制品制造业,东兴证券股份有限公司,中汇会计师事务所（特殊普通合伙）,江苏世纪同仁律师事务所,2020/11/3,2020/6/28
540,深圳证券交易所,新乡拓新药业股份有限公司,已问询,河南,医药制造业,中天国富证券有限公司,中审众环会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/12/18,2020/7/13
541,深圳证券交易所,新华都特种电气股份有限公司,已问询,北京,电气机械和器材制造业,民生证券股份有限公司,中审众环会计师事务所（特殊普通合伙）,北京海润天睿律师事务所,2020/12/7,2020/7/9
542,上海证券交易所,新疆大全新能源股份有限公司,已问询,新疆,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,德勤华永会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/10/15,2020/9/11
543,深圳证券交易所,新疆钵施然智能农机股份有限公司,终止(撤回),新疆,专用设备制造业,申万宏源证券承销保荐有限责任公司,天健会计师事务所（特殊普通合伙）,北京市君合律师事务所,2020/12/22,2020/7/3
544,上海证券交易所,新风光电子科技股份有限公司,提交注册,山东,电气机械和器材制造业,红塔证券股份有限公司,中泰证券股份有限公司,中兴华会计师事务所（特殊普通合伙）,2021/1/14,2020/6/23
545,上海证券交易所,无锡力芯微电子股份有限公司,上市委会议,江苏,计算机、通信和其他电子设备制造业,光大证券股份有限公司,容诚会计师事务所（特殊普通合伙）,国浩律师（南京）事务所,2020/11/19,2020/7/23
546,深圳证券交易所,无锡和烁丰科技股份有限公司,已受理,江苏,橡胶和塑料制品业,安信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/28,2020/12/28
547,上海证券交易所,无锡奥特维科技股份有限公司,注册生效,江苏,专用设备制造业,信达证券股份有限公司,立信中联会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2020/4/15,2019/6/27
548,上海证券交易所,无锡市尚沃医疗电子股份有限公司,上市委会议,江苏,专用设备制造业,中信证券股份有限公司,中天运会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/9/29,2020/4/24
549,上海证券交易所,无锡德林海环保科技股份有限公司,注册生效,江苏,生态保护和环境治理业,申港证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/7/1,2019/6/3
550,深圳证券交易所,无锡江南奕帆电力传动科技股份有限公司,上市委会议通过,江苏,电气机械和器材制造业,中信建投证券股份有限公司,天健会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/4,2020/7/1
551,上海证券交易所,无锡祥生医疗科技股份有限公司,注册生效,江苏,专用设备制造业,国金证券股份有限公司,华普天健会计师事务所（特殊普通合伙）,上海市通力律师事务所,2019/10/28,2019/4/30
552,深圳证券交易所,无锡线上线下通讯信息技术股份有限公司,提交注册,江苏,软件和信息技术服务业,国信证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/12/25,2020/6/30
553,上海证券交易所,无锡航亚科技股份有限公司,注册生效,江苏,铁路、船舶、航空航天和其他运输设备制造业,华泰联合证券有限责任公司,光大证券股份有限公司,江苏公证天业会计师事务所（特殊普通合伙）,2020/11/17,2020/5/6
554,上海证券交易所,无锡芯朋微电子股份有限公司,注册生效,江苏,软件和信息技术服务业,华林证券股份有限公司,江苏公证天业会计师事务所（特殊普通合伙）,江苏世纪同仁律师事务所,2020/6/24,2019/12/25
